date,airline,ch_code,num_code,dep_time,from,time_taken,stop,arr_time,to,price,class,ticket_id
29/05/2022,Air India,AI,565,13:50,Bangalore,07h 45m,1-stop,21:35,Delhi,"37,658",business,368
29/05/2022,Vistara,UK,816,11:30,Bangalore,08h 35m,1-stop,20:05,Mumbai,"7,212",economy,91
29/05/2022,Vistara,UK,826,12:30,Chennai,02h 00m,non-stop ,14:30,Mumbai,"23,838",business,300
29/05/2022,Vistara,UK,808,8:00,Bangalore,06h 00m,1-stop,14:00,Mumbai,"6,568",economy,223
29/05/2022,Air India,AI,610,19:10,Bangalore,01h 55m,1-stop,21:05,Mumbai,"2,208",economy,133
30/05/2022,Air India,AI,516,7:35,Bangalore,13h 40m,1-stop,21:15,Mumbai,"5,761",economy,11
30/05/2022,Vistara,UK,774,20:35,Kolkata,20h 20m,1-stop,16:55,Delhi,"66,063",business,348
31/05/2022,Air India,AI,839,21:25,Delhi,26h 30m,1-stop,23:55,Mumbai,"42,770",business,262
31/05/2022,Vistara,UK,772,10:25,Kolkata,12h 00m,1-stop,22:25,Delhi,"84,756",business,386
31/05/2022,Vistara,UK,832,6:55,Chennai,16h 55m,1-stop,23:50,Mumbai,"61,873",business,393
31/05/2022,Vistara,UK,874,8:30,Hyderabad,16h 25m,1-stop,0:55,Delhi,"39,555",business,439
31/05/2022,Vistara,UK,893,19:55,Bangalore,18h 35m,1-stop,14:30,Mumbai,"4,792",economy,193
